distinct_1gram,distinct_2gram,distinct_3gram,self_bleu,kl_divergence,vocab_coverage,rare_token_survival,repetition_rate,mean_length,length_std,perplexity,domain,model,mixing_ratio,generation,track
0.09248923699362,0.6156160383753063,0.9004559987420724,0.0014895206799634,0.1768397975959064,0.5704697986577181,0.5042575622415052,0.0,192.79,16.04206657510185,-1.0,wikipedia,gpt2,0.75,1,wikipedia_gpt2_75pct
0.0830101682494122,0.5866420452801621,0.8790502534782564,0.0026816135984225,0.2018825738723855,0.542086129753915,0.4725488605952477,0.0,196.494,15.082240019307475,-1.0,wikipedia,gpt2,0.75,2,wikipedia_gpt2_75pct
0.0768250509734937,0.5584418193506911,0.8537333925614828,0.006473579967689,0.2203500229866702,0.5291526845637584,0.4579515043386586,0.0,200.104,12.314917133298136,-1.0,wikipedia,gpt2,0.75,3,wikipedia_gpt2_75pct
0.0704586721402068,0.5300735848308143,0.8284962525912932,0.0085381427612513,0.240458511708124,0.510836129753915,0.4380828805449679,0.0,202.672,10.309433350092526,-1.0,wikipedia,gpt2,0.75,4,wikipedia_gpt2_75pct
0.0662473732791295,0.5013321754919181,0.8025694678593387,0.0109828016526432,0.2580260304777723,0.4994407158836689,0.4265671883869921,0.0,203.676,9.166734642172209,-1.0,wikipedia,gpt2,0.75,5,wikipedia_gpt2_75pct
0.061970880386566,0.4756446991404011,0.7795443208028963,0.0122238913296334,0.2755879629342009,0.4879753914988814,0.4123753142486416,0.0,204.467,8.229757651352802,-1.0,wikipedia,gpt2,0.75,6,wikipedia_gpt2_75pct
0.0590195867307485,0.4458396041746589,0.7511046747264262,0.0148194399682419,0.2963649075269019,0.477418903803132,0.4017516827507907,0.0,204.322,6.698083009339315,-1.0,wikipedia,gpt2,0.75,7,wikipedia_gpt2_75pct
0.0554990613266583,0.4098671540305781,0.7102061774231772,0.0187019734753706,0.3167617814231933,0.4635766219239373,0.3860189765631335,0.0,204.544,6.498620161234229,-1.0,wikipedia,gpt2,0.75,8,wikipedia_gpt2_75pct
0.0533491839849712,0.3810223786675057,0.6717521046598949,0.0192803765025999,0.3342935330111634,0.4467980984340045,0.3673667991241586,0.0,204.408,8.259269701371906,-1.0,wikipedia,gpt2,0.75,9,wikipedia_gpt2_75pct
0.0509384951791139,0.352010342979899,0.6322651082139875,0.02338543230284,0.3488030198559776,0.4348434004474273,0.3551212391533533,0.0,204.423,6.020969274128544,-1.0,wikipedia,gpt2,0.75,10,wikipedia_gpt2_75pct
0.1048242938602307,0.6474976669777363,0.92345798150382,0.0009021386216128,0.1470932765683019,0.6203859060402684,0.5610250587949072,0.002,188.525,16.235743746437983,-1.0,wikipedia,gpt2,0.5,0,wikipedia_gpt2_50pct
0.0888471339219067,0.6228920338412978,0.9104262567943616,0.001285070730645,0.1799893424545143,0.5769015659955258,0.511475143946152,0.0,194.255,13.497924840507892,-1.0,wikipedia,gpt2,0.5,1,wikipedia_gpt2_50pct
0.0809262293423953,0.6000315123914856,0.896085783762797,0.0021278012266634,0.2019363752647899,0.5568372483221476,0.4886870489011434,0.0,197.748,11.528334485085,-1.0,wikipedia,gpt2,0.5,2,wikipedia_gpt2_50pct
0.0740321067028732,0.5706860915457629,0.869763830345078,0.0045456818346767,0.2228162339378775,0.5406180089485458,0.4706025464277025,0.001,200.332,10.641605893848917,-1.0,wikipedia,gpt2,0.5,3,wikipedia_gpt2_50pct
0.068316238308575,0.5333616365862328,0.8355939434830926,0.0083970302938857,0.2400790400482548,0.52873322147651,0.4571405401021814,0.0,203.568,8.645193809279235,-1.0,wikipedia,gpt2,0.5,4,wikipedia_gpt2_50pct
0.0642822784010572,0.497068028572684,0.8012521404634686,0.0128140418101108,0.2634429934836205,0.5204837807606264,0.447814451382694,0.0,205.811,8.024791523771817,-1.0,wikipedia,gpt2,0.5,5,wikipedia_gpt2_50pct
0.0607122487844016,0.4599891206154623,0.7640633693519576,0.0169333148830458,0.2834371071551455,0.5057326621923938,0.4316762630767983,0.0,206.894,6.876246359751809,-1.0,wikipedia,gpt2,0.5,6,wikipedia_gpt2_50pct
0.0588144645153212,0.429671962178144,0.725338312594516,0.0244857177204411,0.2985427835921403,0.4999300894854586,0.4254318384559241,0.0,207.653,6.8917770567539405,-1.0,wikipedia,gpt2,0.5,7,wikipedia_gpt2_50pct
0.0557647420442429,0.3984817628152537,0.6866895555102951,0.0282625040297899,0.3141491776477992,0.4896532438478747,0.4134295677560619,0.0,208.214,6.053280432955341,-1.0,wikipedia,gpt2,0.5,8,wikipedia_gpt2_50pct
0.0527177802433202,0.3634020742942911,0.641576504706527,0.0303510235121566,0.3309816965944713,0.4718959731543624,0.3940475225042575,0.0,208.203,6.516424709915706,-1.0,wikipedia,gpt2,0.5,9,wikipedia_gpt2_50pct
0.0506712571164794,0.3378879826833134,0.6018750485512313,0.0367597788424577,0.3391588605824885,0.4628775167785235,0.3830995053118157,0.0,207.968,5.952224458133279,-1.0,wikipedia,gpt2,0.5,10,wikipedia_gpt2_50pct
0.1071240694393521,0.64758297585914,0.9202010816733176,0.0009181885878545,0.1428578615097297,0.6262583892617449,0.5683237369232017,0.0,188.193,16.601137039371732,-1.0,wikipedia,gpt2,0.25,0,wikipedia_gpt2_25pct
0.091585821948379,0.6277246920137581,0.9072262739670642,0.0024976242514863,0.1740394812657347,0.5917225950782998,0.528099910793934,0.0,194.921,14.086190365034826,-1.0,wikipedia,gpt2,0.25,1,wikipedia_gpt2_25pct
